/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_45_726.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_45_726.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_45_726.jpg, 0, 0, 0, 7.895645E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_45_826.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_45_826.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_45_826.jpg, 0, 0, 0, 7.7794E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_45_930.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_45_930.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_45_930.jpg, 0, 0, 0, 8.019869E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_033.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_033.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_033.jpg, 0, 0, 0, 7.91124E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_133.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_133.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_133.jpg, 0, 0, 0, 7.80453E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_236.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_236.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_236.jpg, 0, 0, 0, 7.845283E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_337.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_337.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_337.jpg, 0, 0, 0, 8.03426E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_439.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_439.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_439.jpg, 0, 0, 0, 7.842053E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_540.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_540.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_540.jpg, 0, 0, 0, 7.839732E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_641.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_641.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_641.jpg, 0, 0, 0, 7.781553E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_743.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_743.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_743.jpg, 0, 0, 0, 7.776758E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_844.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_844.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_844.jpg, 0, 0, 0, 7.803382E-05
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_46_945.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_46_945.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_46_945.jpg, 0, 0.1802638, 0, 0.1048023
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_47_045.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_47_045.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_47_045.jpg, 0, 0.4826367, 0, 0.4606495
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_47_147.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_47_147.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_47_147.jpg, 0, 0.7769938, 0, 1.133131
/Users/juanvasquezderas/Desktop/Learning/IMG/center_2020_01_09_20_34_47_250.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/left_2020_01_09_20_34_47_250.jpg, /Users/juanvasquezderas/Desktop/Learning/IMG/right_2020_01_09_20_34_47_250.jpg, 0, 1, 0, 2.198277
